date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:13:00	62254/62254	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2019:13:00%20GMT	https://www.deel.com/job-description-templates/web-designer	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/job-description-templates/web-designer.html	(from )
03:13:01	175/175	---MCZ	200	added ('OK')	text/plain	etag:W/%22ed315ed74bd76f8d2697e311a3a589f3%22	https://www.deel.com/robots.txt		(from )
03:13:02	20189/20189	---MCZ	200	added ('OK')	text/css	etag:W/%22dfbbaa24118f9c2436b905dab89bfc1f%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/54273707893/1684935752619/deel-ift2021/css/main.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/54273707893/1684935752619/deel-ift2021/css/main.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:02	25844/25844	---MCZ	200	added ('OK')	text/css	etag:W/%221250da59556f8cb1e68dd10b3b166b5e%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/54273719558/1703001336883/deel-ift2021/css/theme-overrides.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/54273719558/1703001336883/deel-ift2021/css/theme-overrides.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:02	10161/10161	---MCZ	200	added ('OK')	text/css	etag:W/%2249f5611860bbe367b0fdb956de484226%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/119138222518/1690230423402/deel-ift2021/css/templates/job-descriptions.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/119138222518/1690230423402/deel-ift2021/css/templates/job-descriptions.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:02	1990/1990	---MCZ	200	added ('OK')	text/css	etag:W/%22448c15b941837f43f091ffb98004f216%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/110994036105/1681479621915/banner-noma-ds/main.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/110994036105/1681479621915/banner-noma-ds/main.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:02	7127/7127	---MCZ	200	added ('OK')	text/css	etag:W/%22a0a6253b8eb40207ad99bb12285e1271%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/module_assets/54274874138/1708870048053/module_54274874138_footer-module.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/module_assets/54274874138/1708870048053/module_54274874138_footer-module.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:03	343/343	---MCZ	200	added ('OK')	text/css	etag:W/%22a6fcb86bd377b30e4064c27b8120cc01%22	https://www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/161988430184/1711381397967/navigation-bar-new/main.min.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.deel.com/hs-fs/hub/19498232/hub_generated/template_assets/161988430184/1711381397967/navigation-bar-new/main.min.css	(from https://www.deel.com/job-description-templates/web-designer)
03:13:03	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2017%20Dec%202024%2019:13:03%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/www.googletagmanager.com/gtm.75445.delayed	(from https://www.deel.com/job-description-templates/web-designer)
03:13:04	1694510/1694510	---M-Z	200	added ('OK')	text/javascript	etag:%222594726c69708a153ad94288d62d7f52%22	https://cdn.optimizely.com/js/25695190937.js	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/cdn.optimizely.com/js/25695190937.js	(from https://www.deel.com/job-description-templates/web-designer)
03:13:05	2142/2142	---M--	200	added ('OK')	text/css	etag:%229e0fbc64807bad74d0e21453d4814f63%22	https://media.letsdeel.com/css/cookiebot.css	C:/My%20Web%20Sites/SEEDLIST%20(Web%20Development%20SpecialistWeb%20Designer)/deel/media.letsdeel.com/css/cookiebot.css	(from https://www.deel.com/job-description-templates/web-designer)
